sentence	label
could n't someone take rob schneider and have him switch bodies with a funny person 	0
no amount of imagination , no creature 	0
puts a human face 	1
their computer-animated faces 	0
a kind , unapologetic , sweetheart 	1
a witty , whimsical feature 	1
his promise remains undiminished 	1
, from the incongruous but chemically 	0
it collapses like an overcooked soufflé . 	0
's perfect for the proud warrior that still lingers in the souls of these characters 	1
he is not more lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year 	0
would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement . 	0
a clever script and 	1
kwan is a master of shadow , quietude , and room noise , and lan yu is a disarmingly lived-in movie 	1
simply putters along looking for astute observations and coming up blank . 	0
warmed-over cold war paranoia 	0
exposes the limitations of his skill and the basic flaws in his vision . 	0
inept and artificial 	0
a sleep-inducing thriller 	0
flat champagne 	0
passion and attitude 	1
a crowd-pleaser , 	1
( the leads ) are such a companionable couple 	1
keep the movie slaloming through its hackneyed elements with enjoyable ease . 	1
funny , puzzling movie 	1
more re-creations of all those famous moments 	1
the most entertaining moments here are unintentional . 	1
rejection by one 's mother 	0
has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing . 	1
does n't really know or care about the characters 	0
thin -- then out -- when there 's nothing else happening 	0
may take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours . 	1
to think of any film more challenging or depressing than the grey zone 	0
's difficult to tell who the other actors in the movie are 	0
into by-the-numbers territory 	0
hilariously , gloriously alive 	1
the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters 	0
no point 	0
a teenybopper ed wood film , 	1
, eight crazy nights is a total misfire . 	0
for `` shock humor '' will wear thin on all 	0
almost unimaginable horror 	0
the film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters . 	1
so much farcical as sour . 	0
a quietly introspective portrait 	1
, the power of this movie is undeniable . 	1
's old-fashioned in all the best possible ways 	1
the whole dead-undead genre 	0
, you will enjoy seeing how both evolve 	1
in this properly intense , claustrophobic tale of obsessive love 	1
loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat 	0
murky 	0
hard to imagine that even very small children will be impressed by this tired retread 	0
intentionally low 	0
really wrong with this ricture 	0
) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code 	1
about hatred 	1
drags the film down 	0
that lifts your spirits 	1
a live-wire film 	1
from disappointing 	0
beautifully shot , 	1
an enjoyable level of ridiculousness 	1
's remarkable procession of sweeping pictures that have reinvigorated the romance genre . 	1
to better understand why this did n't connect with me would require another viewing , and i wo n't be sitting through this one again ... that in itself is commentary enough 	0
's great cinematic polemic 	1
has a gentle , unforced intimacy that never becomes claustrophobic 	1
far closer than many movies 	1
appears to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up . 	0
mordantly funny and intimately knowing ... 	1
and pat storytelling 	0
world-renowned 	1
, the humor dwindles . 	0
walked the delicate tightrope between farcical and loathsome 	0
of film about growing up that we do n't see often enough these days 	1
wedding 	1
complain 	0
it the darling of many a kids-and-family-oriented cable channel 	1
to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers 	0
like a medium-grade network sitcom -- mostly inoffensive 	0
confusion is one of my least favorite emotions , especially when i have to put up with 146 minutes of it . 	0
too easy 	0
somber earnestness in the new adaptation of the cherry orchard 	1
charming in comedies like american pie and 	1
doing nothing 	0
unblinking work 	1
a cool event for the whole family 	1
, the rest of the cast comes across as stick figures reading lines from a teleprompter . 	0
pulls back from the consequences of its own actions and revelations 	0
is validated by the changing composition of the nation 	1
get caught up in the thrill of the company 's astonishing growth 	1
is not enough to give the film the substance it so desperately needs 	0
false , sitcom-worthy solutions 	0
assert 	0
having a real writer plot 	1
it also represents glossy hollywood at its laziest . 	0
soars 	1
among the chief reasons brown sugar is such a sweet and sexy film 	1
lies in the utter cuteness of stuart and margolo 	1
do all three quite well , making it one of the year 's most enjoyable releases 	1
becomes too heavy for the plot . 	0
decent drama/action flick 	1
have lost the ability to think 	0
thrusts the audience 	1
the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky about canadians . 	1
oscar-caliber performances 	1
is a lot more bluster than bite . 	0
a pale imitation 	0
brash and mainly unfunny 	0
it 's pleasant enough -- and oozing with attractive men 	1
never wanted to leave . 	1
the first mistake 	0
is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . 	0
will be on video long before they grow up and you can wait till then . 	0
far more appealing 	1
par with the first one 	1
an interesting look 	1
a lighthearted glow 	1
funny and fun 	1
why did they deem it necessary to document all this emotional misery ? 	0
the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster 's path of destruction 	0
provide an intense experience when splashed across the immense imax screen 	1
there 's no denying that burns is a filmmaker with a bright future ahead of him . 	1
implies in its wake the intractable , irreversible flow of history 	1
energetic and 	1
strangely sinister happy ending 	1
painted on their largest-ever historical canvas 	1
a 94-minute travesty of unparalleled proportions , writer-director parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum . 	0
is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride . 	0
this is one of the rarest kinds of films : a family-oriented non-disney film that is actually funny without hitting below the belt . 	1
i could feel my eyelids ... getting ... very ... heavy ... 	0
, more inadvertent ones and stunningly trite 	0
the rich performances by friel 	1
a technically superb film 	1
one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm . 	1
deeply unpleasant experience 	0
a possible argentine american beauty reeks 	0
enough clever and unexpected 	1
entertaining and 	1
is nicely 	1
melodrama and tiresome love triangles 	0
their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , 	1
a crowd-pleaser 	1
very amusing 	1
shot in artful , watery tones of blue , green and brown . 	1
that never 	0
the place where a masterpiece should be 	1
collectively stellar performance 	1
discreet filmmakers 	1
be an important movie , or even a good one 	1
a terrible adaptation 	0
in marriage 	1
a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship . 	1
from lynch , jeunet , and von trier while failing to find a spark of its own 	0
while there 's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) 	0
idiotic court maneuvers 	0
the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience 	0
as stiff , ponderous and charmless as a mechanical apparatus 	0
with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie 	0
kline 's superbly nuanced performance 	1
frightful vanity film 	0
delivers a powerful commentary 	1
fingering problems than finding solutions 	0
a moving and weighty depiction of one family 	1
sex in the movies look like cheap hysterics 	0
demme gets a lot of flavor and spice into his charade remake , but 	1
is not edward burns ' best film 	0
an eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake . 	1
assumes you are n't very bright 	0
there are times when the film 's reach exceeds its grasp 	0
has all the earmarks of french cinema at its best 	1
emerges as the very best of them 	1
a delightful , if minor , pastry of a movie 	1
's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals 	1
inactive 	0
hodgepodge 	0
grant carries the day with impeccable comic timing , raffish charm and piercing intellect . 	1
highly watchable , giggly little story 	1
suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener 	0
listless and desultory affair 	0
its insights into the dream world of teen life , and its electronic expression through cyber culture 	1
have pulled off four similar kidnappings before 	0
mired in a shabby script 	0
is never lethargic 	1
as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points 	0
this quiet , introspective and entertaining independent 	1
once she lets her love depraved leads meet , ( denis ' ) story becomes a hopeless , unsatisfying muddle 	0
there 's no doubt the filmmaker is having fun with it all 	1
the direction is clumsy 	0
like most movies about the pitfalls of bad behavior 	0
is an entirely foreign concept 	0
the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work 	1
where tom green stages his gags as assaults on america 's knee-jerk moral sanctimony 	0
darling band wilco 	1
, peculiar and always entertaining costume drama 	1
open-hearted film 	1
but it 's hardly a necessary enterprise . 	0
an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves 	0
some good material 	1
fails to satisfactorily exploit its gender politics , genre thrills or inherent humor . 	0
mundane '70s 	0
left a few crucial things out , 	0
in the truest sense 	1
their lofty perch 	1
the quirky and recessive charms 	1
i will be . 	1
wide-smiling reception 	1
an impenetrable and insufferable ball of pseudo-philosophic twaddle 	0
the franchise 's best years are long past 	0
a jaw-droppingly beautiful work that upends nearly every cliché 	1
conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt 	1
she is a lioness , protecting her cub , and he a reluctant villain 	1
mostly honest , this somber picture reveals itself slowly , intelligently , artfully . 	1
the 1989 paradiso will prefer this new version 	1
there 's an enthusiastic charm in fire that makes the formula fresh again 	1
that gets a quick release before real contenders arrive in september 	0
good-looking but relentlessly lowbrow outing plays like clueless does south fork . 	0
of relationships in such a straightforward , emotionally honest manner that by the end 	1
if each watered down the version of the one before 	0
'll feel like you ate a reeses without the peanut butter 	0
go down as the worst -- and only -- killer website movie of this or any other year 	0
shallow and 	0
rated eee for excitement . 	1
a plot that crawls along at a snail 's pace 	0
pretty damned wonderful 	1
a cinematic disaster 	0
with which it integrates thoughtfulness and pasta-fagioli comedy 	1
's fun , splashy and entertainingly nasty 	1
his fake backdrops 	0
makes the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem , and not strictly in the knowledge imparted . 	1
, you could restage the whole thing in your bathtub . 	0
's far from a groundbreaking endeavor 	0
standard slasher flick 	0
establishes itself as a durable part of the movie landscape : a james bond series for kids . 	1
, is still good fun . 	1
bears about as much resemblance to the experiences of most battered women as spider-man 	0
wonder of wonders -- 	1
spiffy bluescreen technique and stylish weaponry 	1
informative , intriguing , observant 	1
kind of special 	1
far-fetched 	0
is the kind of movie that 's critic-proof , simply because it aims so low . 	0
-- and deeply appealing -- 	1
showing off his doctorate 	1
that 's shapeless and uninflected 	0
thrown every suspenseful cliché in the book 	0
incoherence and sub-sophomoric 	0
the director had released the outtakes theatrically and used the film as a bonus feature on the dvd 	1
over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference 	0
awe-inspiring 	1
cartoonish clichés and sneering humor 	0
is that the movie has no idea of it is serious or not . 	0
unwavering and arresting 	1
a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : 	0
resembling humor 	1
delight 	1
intriguing and alluring 	1
laughs at how clever it 's being . 	1
most slyly exquisite anti-adult movies 	1
he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way . 	0
medicine 	1
that keep this nicely wound clock not just ticking , but humming 	1
frustration 	0
funny and also heartwarming without stooping to gooeyness . 	1
is dreary and sluggish . 	0
what 's missing in murder by numbers is any real psychological grounding for the teens ' deviant behavior . 	0
exciting 	1
glizty 	1
sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not 	1
a french film with a more down-home flavor . 	1
the strain is all too evident 	0
no one involved , save dash , shows the slightest aptitude for acting , 	0
can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed 	0
gorgeous 	1
that manages to show the gentle and humane side of middle eastern world politics 	1
is a clever and cutting , quick and dirty look at modern living and movie life 	1
was fundamentally unknowable even to his closest friends 	1
, it also has plenty for those ( like me ) who are n't . 	1
of what 's wrong with this increasingly pervasive aspect of gay culture 	0
well-written and occasionally challenging social drama 	1
of the best rock 	1
sordid of human behavior on the screen , 	0
amusement 	1
see people working so hard at leading lives of sexy intrigue 	1
through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one 	0
eerie thriller 	1
self-indulgent and maddening 	0
's a lousy one at that . 	0
of empty , fetishistic violence in which murder is casual and fun 	0
also looking cheap 	0
although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey 	1
the film is the cast , particularly the ya-yas themselves . 	1
most practiced 	1
compelling , gut-clutching piece 	1
to the serbs themselves but also to a network of american right-wing extremists 	0
the occasional belly laugh 	1
, it 's just one that could easily wait for your pay per view dollar . 	0
instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . 	1
just does n't work 	0
that the new film is a lame kiddie flick 	0
the movie 's seams may show ... but 	1
, the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself . 	1
see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success 	1
shows its indie tatters and self-conscious seams 	0
credulous 	1
so sloppy , so uneven 	0
spirituality that are powerful and moving without stooping to base melodrama 	1
baffling mixed platter 	0
its dying , 	0
genial and decent 	1
the film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet . 	1
've looked like as a low-budget series on a uhf channel . 	0
of a deeply humanistic artist who , in spite of all that he 's witnessed , remains surprisingly idealistic 	1
filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing 	1
kidman has become one of our best actors 	1
horizons 	1
in this pretentious mess 	0
wonderful ensemble cast 	1
a measure of faith in the future 	1
a sensitive , moving , 	1
can smell the grease on the plot 	0
, alas , it collapses like an overcooked soufflé . 	0
art-house gay porn film 	0
may well be the only one laughing at his own joke 	0
in the tradition 	1
perform 	1
a step down 	0
meandering , low on energy , and 	0
has sex on screen been so aggressively anti-erotic 	0
deliver remarkable performances . 	1
but the talented cast alone will keep you watching , as will the fight scenes . 	1
feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story 	0
plays like a tired tyco ad 	0
, rent the disney version . 	0
boll uses a lot of quick cutting and blurry step-printing to goose things up , but dopey dialogue and sometimes inadequate performances kill the effect 	0
the film itself is ultimately quite unengaging . 	0
are the greatest musicians of all time . 	1
a crowd-pleaser , but then 	1
that it makes my big fat greek wedding look like an apartheid drama 	0
in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity 	1
fancy 	1
ca n't wait to see what the director does next 	1
for the kids 	1
a satisfactory overview of the bizarre world of extreme athletes as several daredevils 	1
authenticate her british persona 	1
is n't world championship material 	0
's most substantial feature for some time . 	1
has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested . 	1
unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters . 	0
undeniably hard 	0
advantage 	1
peevish and gimmicky 	0
largest-ever historical canvas 	1
is completely lacking in charm and charisma 	0
smart , sassy and exceptionally charming 	1
an intimate feeling , 	1
the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long 	0
by characters so unsympathetic 	0
nicholas nickleby '' is a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year . 	1
is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny 	0
star power , 	1
even though her performance is more interesting ( and funnier ) than his 	1
makes all the difference 	1
our best achievements and 	1
gut-busting 	1
like horrible poetry 	0
a striking new significance for anyone who sees the film 	1
the land 	1
pass without reminding audiences that it 's only a movie 	0
the lousy tarantino imitations 	0
that are so crucial to the genre and another first-rate performance by top-billed star bruce willis 	1
charm or texture 	1
delivers the goods 	1
uncomfortably timely , relevant , and sickeningly real 	1
amateur ' in almost every frame 	0
special fishy community 	1
is at 22 a powerful young actor 	1
engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing 	1
the worst film of the year 	0
deeper and more engaging 	1
color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at 	1
assured , vital 	1
the proverbial paint dry 	0
even better than the fellowship 	1
's too much syrup and not enough fizz 	0
ensemble cast 	1
ridiculous action sequences 	0
new inspiration in it 	1
a historically significant , and personal , episode 	1
marvelously entertaining 	1
's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss 	0
( russell ) makes good b movies ( the mask , the blob ) 	1
genuinely moving and wisely unsentimental 	1
sweet without the decay 	1
genial and 	1
seems more tacky and reprehensible 	0
a fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` it 's never too late to believe in your dreams . ' 	1
not to like about a movie with a ` children 's ' song that includes the line ` my stepdad 's not mean , he 's just adjusting ' 	1
should avoid this like the dreaded king brown snake 	0
will not notice the glaring triteness of the plot device 	0
heavy-handed symbolism , dime-store psychology and 	0
that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture 	1
real-life happening 	1
an artful yet depressing film that makes a melodramatic mountain out of the molehill of a missing bike 	0
there surrender $ 9 	0
certainly was n't feeling any of it 	0
a little more intensity 	0
'd bother watching past the second commercial break 	0
something on crummy-looking videotape 	0
no more racist portraits of indians , for instance ) 	0
eventually works its way up to merely bad rather than painfully awful 	0
the numerous scenes 	1
love cinema paradiso , whether the original version or new director 's cut 	1
the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year 	0
that should n't stop die-hard french film connoisseurs from going out and enjoying the big-screen experience 	1
about the film , which very simply sets out to entertain and ends up delivering in good measure 	1
of the most politically audacious films of recent decades 	1
approaching even a vague reason to sit through it all 	0
be themselves 	0
be careful what you wish for 	0
can easily worm its way into your heart 	1
it 's usually a bad sign when directors abandon their scripts and go where the moment takes them , 	0
have infused frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own . 	1
, pranks , pratfalls , dares , injuries , etc . 	0
there 's a plethora of characters in this picture , 	1
the six-time winner 	1
quick-witted 	1
combines the enigmatic features of ` memento ' 	1
though jones and snipes are enthralling 	1
overplayed and exaggerated 	0
have been benefited from a sharper , cleaner script before it went in front of the camera 	1
, ' i know how to suffer ' and if you see this film you 'll know too . 	0
the basic plot of `` lilo '' could have been pulled from a tear-stained vintage shirley temple script . 	0
sharp comedy , old-fashioned monster movie atmospherics , and genuine heart 	1
your seat with its shape-shifting perils , political intrigue and brushes 	1
such a vibrant , colorful world 	1
is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation 	1
one-hour mark 	1
a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation 	1
exposes the limitations of his skill and the basic flaws in his vision 	0
take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche 	0
cinematic knack 	1
would make it the darling of many a kids-and-family-oriented cable channel 	1
of better films 	0
kapur weighs down the tale with bogus profundities . 	0
highly watchable stuff . 	1
such a horrible movie could have sprung from such a great one 	0
you 'll forget about it by monday , though , and 	0
a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china 	1
it offers a glimpse of the solomonic decision facing jewish parents in those turbulent times : to save their children and yet to lose them . 	1
a classy , sprightly spin on film . 	1
little more than a well-mounted history lesson 	0
derring-do 	1
faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance . 	0
sex gags and prom dates 	0
far more often than the warfare itself -- 	1
is tuned in to its community 	1
the few ` cool ' actors 	1
a truly distinctive and a deeply pertinent film 	1
plotless , 	0
poor acting 	0
uses modern technology to take the viewer inside the wave 	1
directors brett morgen and nanette burstein have put together a bold biographical fantasia . 	1
lawrence desperately looks elsewhere , seizing on george 's haplessness and lucy 's personality tics . 	0
deserve to go down with a ship as leaky as this 	0
ear-pleasing 	1
breathtakingly spectacular 	1
of nothing at the core of this slight coming-of-age/coming-out tale 	0
dreamy 	1
it 's too harsh to work as a piece of storytelling , 	0
big stars and high production values 	1
chaotic 	0
people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks 	0
the greatest musicians 	1
she 's never been better in this colorful bio-pic of a mexican icon 	1
( p ) artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting . 	1
been exhausted by documentarians 	0
one look at a girl in tight pants and big tits and you turn stupid ? 	0
the scariest guy 	0
has some of the best special effects ever 	1
redolent of a thousand cliches 	0
unwary viewers 	0
introducing an intriguing and alluring premise , 	1
deadly dull , pointless meditation on losers in a gone-to-seed hotel . 	0
who understands how to create and sustain a mood 	1
never clearly defines his characters or gives us a reason to care about them . 	0
such a talented director as chen kaige 	1
it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen . 	1
one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact . 	0
since its poignancy hooks us completely 	1
enter the fist is hilarious 	1
veers 	0
what with all the blanket statements and dime-store ruminations on vanity 	0
more unattractive or odorous 	0
familiar and tired 	0
disarmingly straightforward and strikingly devious 	1
truth and realism 	1
the toughest ages a kid can go through 	0
my indignant , preemptive departure 	0
count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is 	1
then the film is a pleasant enough dish . 	1
huppert and girardot give performances of exceptional honesty . 	1
will welcome or accept the trials of henry kissinger as faithful portraiture 	1
acute expressiveness 	1
but the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes . 	0
is an imaginative filmmaker who can see the forest for the trees 	1
distinguishes 	1
eventually gets around to its real emotional business , striking deep chords of sadness . 	1
to call for prevention rather than to place blame , making it one of the best war movies ever made 	1
an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets . 	0
unimaginative screenwriter 's 	0
moving 	1
insult 	0
a simply astounding cor-blimey-luv-a-duck cockney accent 	1
that profound , at least 	1
a beautiful film for people who like their romances to have that french realism 	1
a sun-drenched masterpiece , part parlor game 	1
is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy 	0
thankfully goes easy on the reel/real world dichotomy that ( jaglom ) pursued with such enervating determination in venice/venice . 	1
its most immediate and most obvious pleasure 	1
featuring an oscar-worthy performance by julianne moore . 	1
a collage of clichés and a dim 	0
, then you 're in for a painful ride . 	0
than recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms 	1
its accumulated enjoyment 	1
, i 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show . 	1
rob schneider 's infantile cross-dressing routines 	0
a more mythic level 	1
imperfect 	0
of those films that started with a great premise and then just fell apart 	0
here the love scenes all end in someone screaming . 	0
a wild ride with eight boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival . 	1
knows everything and answers all questions , 	1
our imagination 	1
, you 're definitely convinced that these women are spectacular . 	1
really , really stupid 	0
sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony . 	0
of a respectable summer blockbuster 	1
has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s . 	0
keen eye , sweet spirit and 	1
pretty much self-centered 	0
offensive , puerile 	0
a nice little story 	1
lost dreams 	0
i said my ribcage did n't ache by the end of kung pow 	1
the glum , numb experience of watching o fantasma 	0
could be , by its art and heart , a necessary one 	1
made-for-tv 	0
i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness . 	1
she does little here but point at things that explode into flame 	0
café 	1
charming 	1
bombshell documentary 	1
enthusiastic audience 	1
moving and vibrant . 	1
an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore . 	1
cause massive cardiac arrest 	0
smartly played and smartly directed . 	1
jumble that 's not scary , not smart and not engaging . 	0
cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness and swooning elegance 	1
just another generic drama 	0
more of the `` queen '' and less of the `` damned 	0
are too crude to serve the work especially well 	0
be the year 's best and most unpredictable comedy 	1
's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles 	1
great character 	1
cruel , misanthropic stuff 	0
weirdly beautiful place 	1
potty-mouthed enough 	0
are likely to be as heartily sick of mayhem as cage 's war-weary marine 	0
offers all the pleasure of a handsome and well-made entertainment 	1
suffering from a severe case of hollywood-itis 	0
bodacious 	1
it 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score 	1
achingly honest and delightfully cheeky 	1
satisfying evening 	1
there is nothing distinguishing in a randall wallace film 	0
another smash 	1
hooks us 	1
steven spielberg has dreamed up such blatant and sickening product placement in a movie . 	0
the action scenes are poorly delivered 	0
go anywhere new , 	1
cynical creeps 	0
less concerned with cultural and political issues than doting on its eccentric characters 	0
's surprisingly bland despite the heavy doses of weird performances and direction 	0
at its best , it 's black hawk down with more heart . 	1
fails on its own 	0
its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded . 	0
a popcorn film , not a must-own , or even a must-see 	0
a complete wash 	0
it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction . 	0
can feel the love 	1
together writer-director danny verete 's three tales comprise a powerful and reasonably fulfilling gestalt . 	1
an interested detachment 	1
is a seriously intended movie that is not easily forgotten . 	1
the great pity is that those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home . 	0
feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses . 	0
in such a potentially sudsy set-up 	0
proficiency 	1
a menace 	0
big trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . ' 	0
naiveté and 	0
one of the most high-concept sci fi adventures attempted for the screen 	1
's petty thievery like this that puts flimsy flicks like this behind bars 	0
a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff . 	0
the story compels 	1
of its epic scope 	1
may be the performances of their careers 	1
original in its base concept that you can not help but get caught up . 	1
, sweet , and intermittently hilarious 	1
as other rowdy raunch-fests -- farts , boobs , unmentionables -- 	0
a deep bow 	1
whenever it threatens to get bogged down in earnest dramaturgy 	0
( sometimes hilarious ) 	1
's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more 	1
which become strangely impersonal and abstract 	0
grinds itself 	0
he forgets to make it entertaining 	0
charmless witch 	0
avary 's failure to construct a story with even a trace of dramatic interest 	0
cliched dialogue 	0
betrayal , deceit and murder 	0
succeeds through sincerity . 	1
is often exquisite 	1
going nowhere fast 	0
, dishonest 	0
evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention 	0
heroic deserves a look 	1
jeff 's ) gorgeous 	1
much of what we see is horrible but it 's also undeniably exceedingly clever . 	1
, a movie comes along to remind us of how very bad a motion picture can truly be . 	0
is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer hilary birmingham . 	1
worthless , from its pseudo-rock-video opening to the idiocy of its last frames 	0
that we would pay a considerable ransom not to be looking at 	0
is as padded as allen 's jelly belly . 	0
love , duty and friendship 	1
dreary expanse 	0
bon appétit ! 	1
the history is fascinating 	1
most pleasurable expressions of pure movie love to come from an american director in years . 	1
`` home movie '' is a sweet treasure and something well worth your time . 	1
is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . 	0
of predictable narrative rhythms 	0
crash-and-bash 	0
highlight 	1
about the santa clause 2 , purportedly a children 's movie , 	0
a delightful little film 	1
cheery and 	1
leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies 	0
anachronistic phantasms haunting the imagined glory of their own pasts 	1
of russian cultural identity and a stunning technical achievement 	1
a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen 	1
the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it . 	1
fresh , sometimes funny , 	1
stays close to the ground in a spare and simple manner and 	1
