model,task,precision,perturbation_mode,h,nMSE_loss,corr_loss,normalized_curve,source_path,metric_type,A_uniform,p_active,V_align,V_norm,relative_disp,locality_proxy
facebook/opt-1.3b,rte,int4,dense,0.01,1.06152351646472,-0.0049920480047908,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,rte,int4,dense,0.03,1.0199981376253422,-0.0370907725825129,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,rte,int4,dense,0.1,0.9737943535526205,0.2138882694891746,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,1e-05,87.09897035838034,0.0341104523204991,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,2.467176980442472e-06,0.0180131693368519,8.595236464328497,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,3e-05,26.42668469288429,0.0586990799565482,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,7.526056530574957e-06,0.0318876808283992,4.957444671527154,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.0001,5.144219076512488,0.0346321083051488,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,2.56286778797706e-05,0.0590208795317203,2.7301531199275737,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.0003,2.1941122197065823,0.1408713964646987,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,7.984033113138545e-05,0.1051338788684387,1.598291247404018,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.001,0.8601260937450033,0.4392031712545583,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0003025022516441,0.2109634852683629,0.9225633281434038,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.003,0.7377079907109741,0.5235442148095839,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0011299861103503,0.426403194787897,0.6197609331630921,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.01,0.6945396295476,0.5579337545537367,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0039583891759523,0.74501561214837,0.5049862327972566,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.03,0.7505264255791153,0.5001868409596114,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0073997890447369,0.9366989819296224,0.4895211672776521,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.1,1.05278211896214,0.2044349416183654,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0092063948589687,0.951327100030158,0.4132916600833602,,
facebook/opt-1.3b,mnli,int4,dense,1e-05,54.66793755218836,0.1256662252568526,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,mnli,int4,dense,3e-05,18.896197952897428,0.1165383798161969,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,mnli,int4,dense,0.0001,4.547250968155166,0.1766724323999626,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,mnli,int4,dense,0.0003,1.784597859226558,0.2662244568607382,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,mnli,int4,dense,0.001,0.9692228895384086,0.3559665914953817,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,mnli,int4,dense,0.003,1.0626733201654464,0.197680057393058,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,mnli,int4,dense,0.01,1.005396235645287,0.0255946540859541,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,mnli,int4,dense,0.03,1.0098872311380682,-0.0826906109433154,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,mnli,int4,dense,0.1,0.9910779124740812,0.1362017091455971,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,1e-05,119.86095673763676,-0.068765724335183,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,2.467176980442472e-06,0.0180131693368519,8.595236464328497,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,3e-05,29.085162923851225,0.0133711103865228,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,7.526056530574957e-06,0.0318876808283992,4.957444671527154,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.0001,6.2393014079122775,-0.0930263510186971,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,2.56286778797706e-05,0.0590208795317203,2.7301531199275737,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.0003,2.024574214562882,0.1653415782873584,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,7.984033113138545e-05,0.1051338788684387,1.598291247404018,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.001,1.3261063286407635,0.1532153201320778,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0003025022516441,0.2109634852683629,0.9225633281434038,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.003,0.9800844678423252,0.2711906156071764,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0011299861103503,0.426403194787897,0.6197609331630921,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.01,0.8019483581557153,0.4542218488911798,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0039583891759523,0.74501561214837,0.5049862327972566,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.03,0.836470407709384,0.4074895486555836,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0073997890447369,0.9366989819296224,0.4895211672776521,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.1,0.9615144977425352,0.2061436025862876,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0092063948589687,0.951327100030158,0.4132916600833602,,
facebook/opt-1.3b,trec,int4,dense,1e-05,93.83913147035229,-0.074738488022352,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,trec,int4,dense,3e-05,28.534544206548603,-0.0295879792626301,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,trec,int4,dense,0.0001,7.504370632409872,-0.07113150343327,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,trec,int4,dense,0.0003,3.6465313794327634,-0.0377351030526158,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,trec,int4,dense,0.001,1.555941124486146,0.1348273725490992,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,trec,int4,dense,0.003,1.0611973326369195,0.2775535652647395,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,trec,int4,dense,0.01,0.9814755651872918,0.1721913121445824,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,trec,int4,dense,0.03,1.0089129956772498,0.0302279444663561,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,trec,int4,dense,0.1,1.0151617800623007,-0.0430395723577557,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,1e-05,108.74034395262072,0.3286408735605298,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,2.467176980442472e-06,0.0180131693368519,8.595236464328497,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,3e-05,22.885822356618245,0.1485665278598739,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,7.526056530574957e-06,0.0318876808283992,4.957444671527154,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,0.0001,3.5761211329298783,0.3238782366396286,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,2.56286778797706e-05,0.0590208795317203,2.7301531199275737,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,0.0003,1.5220710371065775,0.3255372774852054,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,7.984033113138545e-05,0.1051338788684387,1.598291247404018,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,0.001,1.0386613995418907,0.3415977776538574,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0003025022516441,0.2109634852683629,0.9225633281434038,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,0.003,0.9703520912865972,0.3264806148831067,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0011299861103503,0.426403194787897,0.6197609331630921,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,0.01,0.8786166997176458,0.371837790500773,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0039583891759523,0.74501561214837,0.5049862327972566,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,0.03,1.1032015349499729,0.1690849693887832,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0073997890447369,0.9366989819296224,0.4895211672776521,,
facebook/opt-1.3b,trec,int4,sparse_p0p01,0.1,1.5125845450981614,-0.0457062173065505,,outputs/opt13b_int4_task_probe64_20260603_212101/combined/summary.csv,loss_or_fd,,0.0092063948589687,0.951327100030158,0.4132916600833602,,
facebook/opt-1.3b,mnli,int4,dense,1e-05,54.66793755218836,0.1256662252568526,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,mnli,int4,dense,3e-05,18.896197952897428,0.1165383798161969,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,mnli,int4,dense,0.0001,4.547250968155166,0.1766724323999626,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,mnli,int4,dense,0.0003,1.784597859226558,0.2662244568607382,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,mnli,int4,dense,0.001,0.9692228895384086,0.3559665914953817,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,mnli,int4,dense,0.003,1.0626733201654464,0.197680057393058,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,mnli,int4,dense,0.01,1.005396235645287,0.0255946540859541,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,mnli,int4,dense,0.03,1.0098872311380682,-0.0826906109433154,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,mnli,int4,dense,0.1,0.9910779124740812,0.1362017091455971,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,1e-05,119.86095673763676,-0.068765724335183,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,2.467176980442472e-06,0.0180131693368519,8.595236464328497,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,3e-05,29.085162923851225,0.0133711103865228,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,7.526056530574957e-06,0.0318876808283992,4.957444671527154,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.0001,6.2393014079122775,-0.0930263510186971,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,2.56286778797706e-05,0.0590208795317203,2.7301531199275737,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.0003,2.024574214562882,0.1653415782873584,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,7.984033113138545e-05,0.1051338788684387,1.598291247404018,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.001,1.3261063286407635,0.1532153201320778,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,0.0003025022516441,0.2109634852683629,0.9225633281434038,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.003,0.9800844678423252,0.2711906156071764,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,0.0011299861103503,0.426403194787897,0.6197609331630921,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.01,0.8019483581557153,0.4542218488911798,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,0.0039583891759523,0.74501561214837,0.5049862327972566,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.03,0.836470407709384,0.4074895486555836,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,0.0073997890447369,0.9366989819296224,0.4895211672776521,,
facebook/opt-1.3b,mnli,int4,sparse_p0p01,0.1,0.9615144977425352,0.2061436025862876,,outputs/opt13b_int4_task_probe64_20260603_212101/mnli/sparse_p0p01/summary.csv,loss_or_fd,,0.0092063948589687,0.951327100030158,0.4132916600833602,,
facebook/opt-1.3b,rte,int4,dense,1e-05,120.07891224757596,-0.0605211613105398,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,rte,int4,dense,3e-05,36.42172474889744,-0.0025503732802977,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,rte,int4,dense,0.0001,10.185190460706773,0.070886598950292,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,rte,int4,dense,0.0003,2.546511250526013,0.1265953779122351,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,rte,int4,dense,0.001,1.9018640752096,0.1298614461496458,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,rte,int4,dense,0.003,1.503929428155974,0.2886371196164271,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,rte,int4,dense,0.01,1.06152351646472,-0.0049920480047908,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,rte,int4,dense,0.03,1.0199981376253422,-0.0370907725825129,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,rte,int4,dense,0.1,0.9737943535526205,0.2138882694891746,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,1e-05,87.09897035838034,0.0341104523204991,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,2.467176980442472e-06,0.0180131693368519,8.595236464328497,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,3e-05,26.42668469288429,0.0586990799565482,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,7.526056530574957e-06,0.0318876808283992,4.957444671527154,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.0001,5.144219076512488,0.0346321083051488,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,2.56286778797706e-05,0.0590208795317203,2.7301531199275737,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.0003,2.1941122197065823,0.1408713964646987,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,7.984033113138545e-05,0.1051338788684387,1.598291247404018,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.001,0.8601260937450033,0.4392031712545583,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,0.0003025022516441,0.2109634852683629,0.9225633281434038,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.003,0.7377079907109741,0.5235442148095839,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,0.0011299861103503,0.426403194787897,0.6197609331630921,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.01,0.6945396295476,0.5579337545537367,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,0.0039583891759523,0.74501561214837,0.5049862327972566,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.03,0.7505264255791153,0.5001868409596114,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,0.0073997890447369,0.9366989819296224,0.4895211672776521,,
facebook/opt-1.3b,rte,int4,sparse_p0p01,0.1,1.05278211896214,0.2044349416183654,,outputs/opt13b_int4_task_probe64_20260603_212101/rte/sparse_p0p01/summary.csv,loss_or_fd,,0.0092063948589687,0.951327100030158,0.4132916600833602,,
facebook/opt-1.3b,sst-2,int4,dense,1e-05,78.25119331227836,0.0839293046668084,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,sst-2,int4,dense,3e-05,27.64426639985989,0.0312989573871417,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,sst-2,int4,dense,0.0001,5.365999680261167,0.0356694408945825,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,sst-2,int4,dense,0.0003,3.1780819179303466,0.0278872589579182,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,sst-2,int4,dense,0.001,1.0758487596836217,0.3704291808033753,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,sst-2,int4,dense,0.003,0.8909335586508443,0.3560618685902845,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,sst-2,int4,dense,0.01,1.0059516241320434,0.0760881753236845,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,sst-2,int4,dense,0.03,1.0279369250375257,-0.0473855186320312,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,sst-2,int4,dense,0.1,0.998196965667104,0.0531295406190868,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,1e-05,247.43455849851748,-0.0063294361146507,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,2.467176980442472e-06,0.0180131693368519,8.595236464328497,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,3e-05,39.06330257645766,-0.1614309121433878,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,7.526056530574957e-06,0.0318876808283992,4.957444671527154,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,0.0001,6.564224456062584,0.060649614058366,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,2.56286778797706e-05,0.0590208795317203,2.7301531199275737,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,0.0003,2.679834493219329,0.0059675548751102,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,7.984033113138545e-05,0.1051338788684387,1.598291247404018,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,0.001,1.4143219044857414,0.1872435227317506,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,0.0003025022516441,0.2109634852683629,0.9225633281434038,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,0.003,1.098677096681548,0.2396408883192635,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,0.0011299861103503,0.426403194787897,0.6197609331630921,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,0.01,0.9857934153397662,0.3149225751693951,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,0.0039583891759523,0.74501561214837,0.5049862327972566,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,0.03,0.8801042504120494,0.4034437023109445,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,0.0073997890447369,0.9366989819296224,0.4895211672776521,,
facebook/opt-1.3b,sst-2,int4,sparse_p0p01,0.1,1.496986223441103,-0.0654480975906005,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-2/sparse_p0p01/summary.csv,loss_or_fd,,0.0092063948589687,0.951327100030158,0.4132916600833602,,
facebook/opt-1.3b,sst-5,int4,dense,1e-05,203.51995954886883,0.0308272604518904,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.00192272679932,0.0509836298860782,15.965040532577309,,
facebook/opt-1.3b,sst-5,int4,dense,3e-05,62.10357749115581,0.0401974717020883,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.0057883503096592,0.0886424479553292,9.226851679522015,,
facebook/opt-1.3b,sst-5,int4,dense,0.0001,13.372917918850993,0.0396716996252529,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.019570469791587,0.1634112798033604,5.081864569595584,,
facebook/opt-1.3b,sst-5,int4,dense,0.0003,4.69341354204377,0.1594575424765477,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.0606122523572089,0.2891199841816621,2.9742170927535736,,
facebook/opt-1.3b,sst-5,int4,dense,0.001,1.4133443268043446,0.4185334992152344,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.2090980318737113,0.5472039286391596,1.6848600275743757,,
facebook/opt-1.3b,sst-5,int4,dense,0.003,2.143354027991561,0.2252725566573889,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.5331166739989487,0.8650628301690537,1.12786512831013,,
facebook/opt-1.3b,sst-5,int4,dense,0.01,1.398691676453733,0.0028108151565417,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.8336640979654882,0.9781815452701288,0.988086156610768,,
facebook/opt-1.3b,sst-5,int4,dense,0.03,1.1210963209150004,-0.1765065514763825,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.9429554398456176,0.9711799274311284,0.8578506487033106,,
facebook/opt-1.3b,sst-5,int4,dense,0.1,1.0636619789293866,-0.0838093712255124,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/dense/summary.csv,loss_or_fd,,0.9828138735093592,0.8802939000620591,0.4581121219439539,,
facebook/opt-1.3b,sst-5,int4,sparse_p0p01,1e-05,330.97984732165355,0.0568862290565822,,outputs/opt13b_int4_task_probe64_20260603_212101/sst-5/sparse_p0p01/summary.csv,loss_or_fd,,2.467176980442472e-06,0.0180131693368519,8.595236464328497,,
