d,effective_dim,active_p,Delta,qbits,function_family,group_size,scale_sigma,n_dirs,metric,alpha,beta,gamma,h_star,fit_R2,synthetic_source
1000000,1000000,1.0,0.01,4,nl,128,1.0,12,A_true,5.1664844711909243e-14,0.0,0.0,,-0.3547548098810444,main
1000000,1000000,1.0,0.01,4,nl,128,1.0,12,A_interval_grad,1.1871606821051524e-13,0.0,0.0,,-0.3359468482750649,main
1000000,100000,0.1,1e-05,8,lin,128,0.0,12,A_true,6.453079413731024e-14,0.0,0.0,,0.9908670687837636,main
1000000,100000,0.1,1e-05,8,lin,128,0.0,12,A_interval_grad,3.738704170344857e-15,0.0,0.0,,0.948437078285134,main
1000000,100000,0.1,1e-05,8,nl,128,0.0,12,A_true,6.619235736548898e-14,0.0,0.0,,0.8399205017750031,main
1000000,100000,0.1,1e-05,8,nl,128,0.0,12,A_interval_grad,4.1162307889036254e-15,0.0,0.0,,0.9377189232615472,main
1000000,100000,0.1,1e-05,8,lin,128,1.0,12,A_true,8.491539059073463e-14,0.0,0.0,,0.9883922033424694,main
1000000,100000,0.1,1e-05,8,lin,128,1.0,12,A_interval_grad,7.440990818981914e-15,0.0,0.0,,0.951910218648607,main
1000000,100000,0.1,1e-05,8,nl,128,1.0,12,A_true,5.058620320120482e-14,0.0,0.0,,0.9546006714716904,main
1000000,100000,0.1,1e-05,8,nl,128,1.0,12,A_interval_grad,2.383414877614136e-15,0.0,0.0,,0.3763917995909654,main
1000000,100000,0.1,1e-05,4,lin,128,0.0,12,A_true,2.0118718220047623e-14,0.0,0.0,,0.7486581632664472,main
1000000,100000,0.1,1e-05,4,lin,128,0.0,12,A_interval_grad,3.6063619700946224e-15,0.0,0.0,,0.9187821832969764,main
1000000,100000,0.1,1e-05,4,nl,128,0.0,12,A_true,1.108536585365853e-16,0.0,0.0,,,main
1000000,100000,0.1,1e-05,4,nl,128,0.0,12,A_interval_grad,4.121403965922444e-15,0.0,0.0,,0.9311633943678672,main
1000000,100000,0.1,1e-05,4,lin,128,1.0,12,A_true,1.9863167708072055e-14,0.0,0.0,,0.7223087708571367,main
1000000,100000,0.1,1e-05,4,lin,128,1.0,12,A_interval_grad,4.901272883588492e-15,0.0,0.0,,0.916702778069758,main
1000000,100000,0.1,1e-05,4,nl,128,1.0,12,A_true,6.529904734804427e-16,0.0,0.0,,-0.2411996516794783,main
1000000,100000,0.1,1e-05,4,nl,128,1.0,12,A_interval_grad,1.9590778593712974e-14,0.0,0.0,,0.9497578153829004,main
1000000,100000,0.1,0.0001,8,lin,128,0.0,12,A_true,2.4343727924602483e-13,0.0,0.0,,0.9459073261843216,main
1000000,100000,0.1,0.0001,8,lin,128,0.0,12,A_interval_grad,3.7102956703467216e-14,0.0,0.0,,0.9067497995026824,main
1000000,100000,0.1,0.0001,8,nl,128,0.0,12,A_true,2.1749548987350882e-13,0.0,0.0,,0.2981042457101803,main
1000000,100000,0.1,0.0001,8,nl,128,0.0,12,A_interval_grad,7.03180859384208e-14,0.0,0.0,,0.9586977433474776,main
1000000,100000,0.1,0.0001,8,lin,128,1.0,12,A_true,2.917288496297862e-13,0.0,0.0,,0.8760653456006433,main
1000000,100000,0.1,0.0001,8,lin,128,1.0,12,A_interval_grad,3.756194487558146e-14,0.0,0.0,,0.9294534696941218,main
1000000,100000,0.1,0.0001,8,nl,128,1.0,12,A_true,1.9838924185009598e-13,0.0,0.0,,0.8482332221412354,main
1000000,100000,0.1,0.0001,8,nl,128,1.0,12,A_interval_grad,7.42894338400899e-14,0.0,0.0,,0.8787460096893663,main
1000000,100000,0.1,0.0001,4,lin,128,0.0,12,A_true,5.041119937341832e-13,0.0,0.0,,0.9560749684692336,main
1000000,100000,0.1,0.0001,4,lin,128,0.0,12,A_interval_grad,3.0344766153249225e-14,0.0,0.0,,0.9404493897056496,main
1000000,100000,0.1,0.0001,4,nl,128,0.0,12,A_true,3.999532570402676e-13,0.0,0.0,,0.9655123090282748,main
1000000,100000,0.1,0.0001,4,nl,128,0.0,12,A_interval_grad,6.207844399671766e-14,0.0,0.0,,0.9734564554214266,main
1000000,100000,0.1,0.0001,4,lin,128,1.0,12,A_true,4.406358477510087e-13,0.0,0.0,,0.9398481778837174,main
1000000,100000,0.1,0.0001,4,lin,128,1.0,12,A_interval_grad,2.9788062446928275e-14,0.0,0.0,,0.907062880181545,main
1000000,100000,0.1,0.0001,4,nl,128,1.0,12,A_true,4.3474630684560693e-13,0.0,0.0,,0.9673072952766196,main
1000000,100000,0.1,0.0001,4,nl,128,1.0,12,A_interval_grad,1.1266510019880889e-13,0.0,0.0,,0.9700924086011604,main
1000000,100000,0.1,0.001,8,lin,128,0.0,12,A_true,2.035575509452182e-12,0.0,0.0,,0.2630178763439457,main
1000000,100000,0.1,0.001,8,lin,128,0.0,12,A_interval_grad,4.1332401888675925e-13,0.0,0.0,,0.9184538098483024,main
1000000,100000,0.1,0.001,8,nl,128,0.0,12,A_true,1.4168306663204753e-12,0.0,0.0,,0.9590950533556448,main
1000000,100000,0.1,0.001,8,nl,128,0.0,12,A_interval_grad,4.4535545329393113e-13,0.0,0.0,,0.924367507868143,main
1000000,100000,0.1,0.001,8,lin,128,1.0,12,A_true,7.46665235751222e-12,0.0,0.0,,0.9614201713547116,main
1000000,100000,0.1,0.001,8,lin,128,1.0,12,A_interval_grad,8.319015345661554e-13,0.0,0.0,,0.9433145454306446,main
1000000,100000,0.1,0.001,8,nl,128,1.0,12,A_true,3.093076229079461e-14,0.0,0.0,,-0.191693803554096,main
1000000,100000,0.1,0.001,8,nl,128,1.0,12,A_interval_grad,2.864132756240753e-13,0.0,0.0,,0.9198493689559176,main
1000000,100000,0.1,0.001,4,lin,128,0.0,12,A_true,1.3871078065400205e-13,0.0,0.0,,-0.1141240167199275,main
1000000,100000,0.1,0.001,4,lin,128,0.0,12,A_interval_grad,5.2326287725482055e-15,0.0,0.0,,-0.2192487099435862,main
1000000,100000,0.1,0.001,4,nl,128,0.0,12,A_true,8.55928577568979e-13,0.0,0.0,,0.461655693305789,main
1000000,100000,0.1,0.001,4,nl,128,0.0,12,A_interval_grad,3.1612932966361824e-13,0.0,0.0,,0.7741657213592239,main
1000000,100000,0.1,0.001,4,lin,128,1.0,12,A_true,2.7855529809370465e-12,0.0,0.0,,0.7554655198194324,main
1000000,100000,0.1,0.001,4,lin,128,1.0,12,A_interval_grad,1.685304237131642e-13,0.0,0.0,,0.7330939781601828,main
1000000,100000,0.1,0.001,4,nl,128,1.0,12,A_true,1.4717220386368147e-14,0.0,0.0,,-0.2212713384414097,main
1000000,100000,0.1,0.001,4,nl,128,1.0,12,A_interval_grad,5.240239133097904e-15,0.0,0.0,,-0.2810575130004635,main
1000000,100000,0.1,0.01,8,lin,128,0.0,12,A_true,2.508434371307296e-12,0.0,0.0,,-0.1523094330577878,main
1000000,100000,0.1,0.01,8,lin,128,0.0,12,A_interval_grad,1.799802806135092e-13,0.0,0.0,,-0.1695110543258864,main
1000000,100000,0.1,0.01,8,nl,128,0.0,12,A_true,3.726889233602695e-14,0.0,0.0,,-0.1298303620267258,main
1000000,100000,0.1,0.01,8,nl,128,0.0,12,A_interval_grad,1.7603434716145994e-15,0.0,0.0,,-0.2271726726432974,main
1000000,100000,0.1,0.01,8,lin,128,1.0,12,A_true,8.814216654066639e-13,0.0,0.0,,-0.1213023059003757,main
1000000,100000,0.1,0.01,8,lin,128,1.0,12,A_interval_grad,6.841678187836864e-14,0.0,0.0,,-0.1441346276195765,main
1000000,100000,0.1,0.01,8,nl,128,1.0,12,A_true,1.3333171375658694e-14,0.0,0.0,,-0.1970702439643015,main
1000000,100000,0.1,0.01,8,nl,128,1.0,12,A_interval_grad,1.1141826698972524e-14,0.0,0.0,,-0.2017385192925409,main
1000000,100000,0.1,0.01,4,lin,128,0.0,12,A_true,5.8512183598857e-14,0.0,0.0,,-0.1110462584684321,main
1000000,100000,0.1,0.01,4,lin,128,0.0,12,A_interval_grad,2.500886691989429e-15,0.0,0.0,,-0.1512776301560987,main
1000000,100000,0.1,0.01,4,nl,128,0.0,12,A_true,9.165872886338302e-15,0.0,0.0,,-0.2063989842527662,main
1000000,100000,0.1,0.01,4,nl,128,0.0,12,A_interval_grad,5.050532966376915e-15,0.0,0.0,,-0.1455633432908676,main
1000000,100000,0.1,0.01,4,lin,128,1.0,12,A_true,3.9959615664224045e-14,0.0,0.0,,-0.4805740258185536,main
1000000,100000,0.1,0.01,4,lin,128,1.0,12,A_interval_grad,7.196992888384617e-15,0.0,0.0,,-0.3704269633844324,main
1000000,100000,0.1,0.01,4,nl,128,1.0,12,A_true,5.7723146026765e-16,0.0,0.0,,-0.5868897631924759,main
1000000,100000,0.1,0.01,4,nl,128,1.0,12,A_interval_grad,3.1250977511794044e-16,0.0,0.0,,-0.4199349525928291,main
1000000,10000,0.01,1e-05,8,lin,128,0.0,12,A_true,1.7503129718418952e-14,0.0,0.0,,0.3864485589995573,main
1000000,10000,0.01,1e-05,8,lin,128,0.0,12,A_interval_grad,2.399008763210886e-16,0.0,0.0,,0.8934383960641819,main
1000000,10000,0.01,1e-05,8,nl,128,0.0,12,A_true,7.822813888502169e-14,0.0,0.0,,0.7931177945786929,main
1000000,10000,0.01,1e-05,8,nl,128,0.0,12,A_interval_grad,4.38072915434604e-16,0.0,0.0,,0.9523562646735708,main
1000000,10000,0.01,1e-05,8,lin,128,1.0,12,A_true,7.937825295918806e-14,0.0,0.0,,-0.0268974344240635,main
1000000,10000,0.01,1e-05,8,lin,128,1.0,12,A_interval_grad,6.394909918043705e-16,0.0,0.0,,0.8831679133602786,main
1000000,10000,0.01,1e-05,8,nl,128,1.0,12,A_true,2.7610240628023105e-13,0.0,0.0,,0.9959460955800966,main
1000000,10000,0.01,1e-05,8,nl,128,1.0,12,A_interval_grad,1.0588402571910705e-15,0.0,0.0,,0.9383858317323654,main
1000000,10000,0.01,1e-05,4,lin,128,0.0,12,A_true,1.1118947057343496e-14,0.0,0.0,,0.0699150191773823,main
1000000,10000,0.01,1e-05,4,lin,128,0.0,12,A_interval_grad,2.540152915777318e-16,0.0,0.0,,0.8960931750534744,main
1000000,10000,0.01,1e-05,4,nl,128,0.0,12,A_true,1.108536585365853e-16,0.0,0.0,,,main
1000000,10000,0.01,1e-05,4,nl,128,0.0,12,A_interval_grad,4.513363414605462e-16,0.0,0.0,,0.9514039492512968,main
1000000,10000,0.01,1e-05,4,lin,128,1.0,12,A_true,1.4209094105074517e-13,0.0,0.0,,0.9873324716202796,main
1000000,10000,0.01,1e-05,4,lin,128,1.0,12,A_interval_grad,5.592550442148679e-16,0.0,0.0,,0.8765966461488219,main
1000000,10000,0.01,1e-05,4,nl,128,1.0,12,A_true,1.108555515225314e-16,0.0,0.0,,-4.898246475364791,main
1000000,10000,0.01,1e-05,4,nl,128,1.0,12,A_interval_grad,3.6050998825005465e-15,0.0,0.0,,0.9887050630870196,main
1000000,10000,0.01,0.0001,8,lin,128,0.0,12,A_true,1.7981370921647727e-13,0.0,0.0,,0.2622253879419172,main
1000000,10000,0.01,0.0001,8,lin,128,0.0,12,A_interval_grad,1.0164301474155465e-15,0.0,0.0,,0.2635111436268692,main
1000000,10000,0.01,0.0001,8,nl,128,0.0,12,A_true,4.09245487657207e-15,0.0,0.0,,-0.1374784268108164,main
1000000,10000,0.01,0.0001,8,nl,128,0.0,12,A_interval_grad,6.371311673593236e-17,0.0,0.0,,-0.2014376457234006,main
1000000,10000,0.01,0.0001,8,lin,128,1.0,12,A_true,7.376455803996896e-14,0.0,0.0,,-0.0738546424628299,main
1000000,10000,0.01,0.0001,8,lin,128,1.0,12,A_interval_grad,6.028875532850228e-16,0.0,0.0,,-0.0554604487251284,main
1000000,10000,0.01,0.0001,8,nl,128,1.0,12,A_true,3.124640325170166e-13,0.0,0.0,,-0.1690607256523491,main
1000000,10000,0.01,0.0001,8,nl,128,1.0,12,A_interval_grad,2.1862000305513068e-15,0.0,0.0,,-0.130871699914022,main
1000000,10000,0.01,0.0001,4,lin,128,0.0,12,A_true,1.8596586990808002e-13,0.0,0.0,,0.3845306987814404,main
1000000,10000,0.01,0.0001,4,lin,128,0.0,12,A_interval_grad,1.1181580469926922e-15,0.0,0.0,,0.1423050288401689,main
1000000,10000,0.01,0.0001,4,nl,128,0.0,12,A_true,4.153339745695324e-13,0.0,0.0,,0.6707066165011384,main
1000000,10000,0.01,0.0001,4,nl,128,0.0,12,A_interval_grad,2.261155634936675e-15,0.0,0.0,,0.8080294694455895,main
1000000,10000,0.01,0.0001,4,lin,128,1.0,12,A_true,1.3797013219933482e-14,0.0,0.0,,-0.286260850571099,main
1000000,10000,0.01,0.0001,4,lin,128,1.0,12,A_interval_grad,1.2308486810974218e-16,0.0,0.0,,-0.2731113720847142,main
1000000,10000,0.01,0.0001,4,nl,128,1.0,12,A_true,1.4897644765422317e-14,0.0,0.0,,-0.1538244996912028,main
1000000,10000,0.01,0.0001,4,nl,128,1.0,12,A_interval_grad,2.365381763879985e-16,0.0,0.0,,-0.1390061992840647,main
1000000,10000,0.01,0.001,8,lin,128,0.0,12,A_true,6.680219496358305e-16,0.0,0.0,,-0.289121293281761,main
1000000,10000,0.01,0.001,8,lin,128,0.0,12,A_interval_grad,6.712925896786513e-18,0.0,0.0,,-0.2975282601815117,main
1000000,10000,0.01,0.001,8,nl,128,0.0,12,A_true,2.3496267293682546e-15,0.0,0.0,,-0.104836615623735,main
1000000,10000,0.01,0.001,8,nl,128,0.0,12,A_interval_grad,5.0192524875819775e-17,0.0,0.0,,-0.1430091860163922,main
1000000,10000,0.01,0.001,8,lin,128,1.0,12,A_true,5.1224730732722246e-14,0.0,0.0,,-0.1389893734204776,main
1000000,10000,0.01,0.001,8,lin,128,1.0,12,A_interval_grad,5.433804721411252e-16,0.0,0.0,,-0.1710310157437757,main
1000000,10000,0.01,0.001,8,nl,128,1.0,12,A_true,8.530114020418924e-15,0.0,0.0,,-0.153734191782342,main
1000000,10000,0.01,0.001,8,nl,128,1.0,12,A_interval_grad,9.044098230949953e-18,0.0,0.0,,-0.4627863915525927,main
1000000,10000,0.01,0.001,4,lin,128,0.0,12,A_true,1.6344268513803528e-13,0.0,0.0,,-0.155448254328282,main
1000000,10000,0.01,0.001,4,lin,128,0.0,12,A_interval_grad,1.7866707472832744e-15,0.0,0.0,,-0.1550466781545141,main
1000000,10000,0.01,0.001,4,nl,128,0.0,12,A_true,1.0126023308410751e-14,0.0,0.0,,-0.2987815604492352,main
1000000,10000,0.01,0.001,4,nl,128,0.0,12,A_interval_grad,4.1028656844038416e-16,0.0,0.0,,-0.2464683026588423,main
1000000,10000,0.01,0.001,4,lin,128,1.0,12,A_true,6.091162973254918e-13,0.0,0.0,,-0.0755298405116873,main
1000000,10000,0.01,0.001,4,lin,128,1.0,12,A_interval_grad,3.702274460511222e-15,0.0,0.0,,-0.098792932659512,main
1000000,10000,0.01,0.001,4,nl,128,1.0,12,A_true,2.937135987038223e-15,0.0,0.0,,-0.3664462826014123,main
1000000,10000,0.01,0.001,4,nl,128,1.0,12,A_interval_grad,3.180646857382721e-16,0.0,0.0,,-0.1338976819025841,main
1000000,10000,0.01,0.01,8,lin,128,0.0,12,A_true,3.0073528793376813e-13,0.0,0.0,,-0.2548802496505091,main
1000000,10000,0.01,0.01,8,lin,128,0.0,12,A_interval_grad,3.0087753219443055e-15,0.0,0.0,,-0.2020470345549714,main
1000000,10000,0.01,0.01,8,nl,128,0.0,12,A_true,1.1122636117111936e-16,0.0,0.0,,-0.2172088773868126,main
1000000,10000,0.01,0.01,8,nl,128,0.0,12,A_interval_grad,1.1080590507569745e-18,0.0,0.0,,-0.237328781552081,main
1000000,10000,0.01,0.01,8,lin,128,1.0,12,A_true,1.204033580532528e-16,0.0,0.0,,-0.1590757372922866,main
1000000,10000,0.01,0.01,8,lin,128,1.0,12,A_interval_grad,1.1534281740259493e-18,0.0,0.0,,-0.2487763510438052,main
1000000,10000,0.01,0.01,8,nl,128,1.0,12,A_true,1.1349080215856946e-16,0.0,0.0,,-0.1643585360729067,main
1000000,10000,0.01,0.01,8,nl,128,1.0,12,A_interval_grad,1.1468616313587725e-18,0.0,0.0,,-0.2333151677228344,main
1000000,10000,0.01,0.01,4,lin,128,0.0,12,A_true,9.942765080025515e-15,0.0,0.0,,-0.2077753293842863,main
1000000,10000,0.01,0.01,4,lin,128,0.0,12,A_interval_grad,1.067883204130675e-16,0.0,0.0,,-0.1492470476649048,main
1000000,10000,0.01,0.01,4,nl,128,0.0,12,A_true,1.118003632263045e-16,0.0,0.0,,-0.2611105924715398,main
1000000,10000,0.01,0.01,4,nl,128,0.0,12,A_interval_grad,1.1519803950860352e-18,0.0,0.0,,-0.2001816096650401,main
1000000,10000,0.01,0.01,4,lin,128,1.0,12,A_true,1.217036311792247e-12,0.0,0.0,,-0.1277665574852762,main
1000000,10000,0.01,0.01,4,lin,128,1.0,12,A_interval_grad,8.132579118411962e-15,0.0,0.0,,-0.1131703466038103,main
1000000,10000,0.01,0.01,4,nl,128,1.0,12,A_true,1.2615187054993756e-16,0.0,0.0,,-0.2126199339022931,main
1000000,10000,0.01,0.01,4,nl,128,1.0,12,A_interval_grad,1.439202949341013e-18,0.0,0.0,,-0.2588508364216211,main
1000,1,0.001,3e-05,8,nl,128,0.5,64,A_true,1.1085365725132028e-16,0.0,0.0,,-14.060568657607678,hwindow_12h_highdim_extra_midp
1000,1,0.001,3e-05,8,nl,128,0.5,64,A_interval_grad,1.690394875461307e-20,0.0,0.0,,-0.6031755669046515,hwindow_12h_highdim_extra_midp
1000,1,0.001,3e-05,4,nl,128,0.5,64,A_true,1.108536585365853e-16,0.0,0.0,,,hwindow_12h_highdim_extra_midp
1000,1,0.001,3e-05,4,nl,128,0.5,64,A_interval_grad,1.3746323236722528e-20,0.0,0.0,,-0.7608922855389724,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.0003,8,nl,128,0.5,64,A_true,1.1085366075480607e-16,0.0,0.0,,-2.17738259328793,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.0003,8,nl,128,0.5,64,A_interval_grad,1.346229749317116e-21,0.0,0.0,,-1.1838833935467794,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.0003,4,nl,128,0.5,64,A_true,1.108536546312989e-16,0.0,0.0,,-10.44505441898418,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.0003,4,nl,128,0.5,64,A_interval_grad,2.5536108161358975e-20,0.0,0.0,,-2.947752483863484,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.003,8,nl,128,0.5,64,A_true,1.1085365852784407e-16,0.0,0.0,,-2.4194013953758247,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.003,8,nl,128,0.5,64,A_interval_grad,6.138634673947536e-20,0.0,0.0,,-1.5531831539060663,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.003,4,nl,128,0.5,64,A_true,1.108536585286814e-16,0.0,0.0,,-6.524172244678884,hwindow_12h_highdim_extra_midp
1000,1,0.001,0.003,4,nl,128,0.5,64,A_interval_grad,3.0666435706281985e-20,0.0,0.0,,-2.791876519182772,hwindow_12h_highdim_extra_midp
1000,50,0.05,3e-05,8,nl,128,0.5,64,A_true,1.959875762584977e-16,0.0,0.0,,-0.2372487404456249,hwindow_12h_highdim_extra_midp
1000,50,0.05,3e-05,8,nl,128,0.5,64,A_interval_grad,5.58131531159713e-18,0.0,0.0,,-0.2069317963095782,hwindow_12h_highdim_extra_midp
1000,50,0.05,3e-05,4,nl,128,0.5,64,A_true,1.1085364645248366e-16,0.0,0.0,,-18.681785996947184,hwindow_12h_highdim_extra_midp
1000,50,0.05,3e-05,4,nl,128,0.5,64,A_interval_grad,5.55129442262816e-16,0.0,0.0,,-0.0923309956085425,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.0003,8,nl,128,0.5,64,A_true,1.108545415543161e-16,0.0,0.0,,-1.8885765633524767,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.0003,8,nl,128,0.5,64,A_interval_grad,6.100996145235248e-18,0.0,0.0,,-0.5334522977433933,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.0003,4,nl,128,0.5,64,A_true,1.5645416004268142e-16,0.0,0.0,,-0.160620947583123,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.0003,4,nl,128,0.5,64,A_interval_grad,7.007385580520515e-18,0.0,0.0,,-0.1709773072203735,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.003,8,nl,128,0.5,64,A_true,1.1085367897799908e-16,0.0,0.0,,-2.0567025336369382,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.003,8,nl,128,0.5,64,A_interval_grad,4.0597770498453274e-18,0.0,0.0,,-1.180980570856458,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.003,4,nl,128,0.5,64,A_true,1.1085437841071088e-16,0.0,0.0,,-0.6955308397064275,hwindow_12h_highdim_extra_midp
1000,50,0.05,0.003,4,nl,128,0.5,64,A_interval_grad,3.3580605404545104e-18,0.0,0.0,,-2.7282285123525387,hwindow_12h_highdim_extra_midp
10000,10,0.001,3e-05,8,nl,128,0.5,64,A_true,1.1085391147389252e-16,0.0,0.0,,-4.159038824422098,hwindow_12h_highdim_extra_midp
10000,10,0.001,3e-05,8,nl,128,0.5,64,A_interval_grad,1.846322373351924e-19,0.0,0.0,,-1.2077030560511997,hwindow_12h_highdim_extra_midp
10000,10,0.001,3e-05,4,nl,128,0.5,64,A_true,1.1085365841244806e-16,0.0,0.0,,-492.02985754558006,hwindow_12h_highdim_extra_midp
10000,10,0.001,3e-05,4,nl,128,0.5,64,A_interval_grad,1.1971795749082665e-19,0.0,0.0,,-3.3301318186783417,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.0003,8,nl,128,0.5,64,A_true,1.1085940556958957e-16,0.0,0.0,,-0.7147019863476431,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.0003,8,nl,128,0.5,64,A_interval_grad,1.915139742808355e-19,0.0,0.0,,-0.8254811526164763,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.0003,4,nl,128,0.5,64,A_true,1.1086625855114042e-16,0.0,0.0,,-0.3994663706928807,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.0003,4,nl,128,0.5,64,A_interval_grad,1.2800488467756517e-19,0.0,0.0,,-0.1768121296571752,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.003,8,nl,128,0.5,64,A_true,1.108536608633718e-16,0.0,0.0,,-1.5535300261822504,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.003,8,nl,128,0.5,64,A_interval_grad,8.192249332763885e-20,0.0,0.0,,-0.2826629728360936,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.003,4,nl,128,0.5,64,A_true,1.1085365880572111e-16,0.0,0.0,,-7.20029793641179,hwindow_12h_highdim_extra_midp
10000,10,0.001,0.003,4,nl,128,0.5,64,A_interval_grad,3.057426274543098e-20,0.0,0.0,,-3.5965281391890613,hwindow_12h_highdim_extra_midp
10000,500,0.05,3e-05,8,nl,128,0.5,64,A_true,1.1138467359660402e-16,0.0,0.0,,-0.8423333604371643,hwindow_12h_highdim_extra_midp
10000,500,0.05,3e-05,8,nl,128,0.5,64,A_interval_grad,1.4413276869457035e-16,0.0,0.0,,0.641572970700538,hwindow_12h_highdim_extra_midp
10000,500,0.05,3e-05,4,nl,128,0.5,64,A_true,1.1093924030637739e-16,0.0,0.0,,-0.263091903361295,hwindow_12h_highdim_extra_midp
10000,500,0.05,3e-05,4,nl,128,0.5,64,A_interval_grad,6.359593317591277e-17,0.0,0.0,,-0.3358354824289056,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.0003,8,nl,128,0.5,64,A_true,1.1508615385902518e-16,0.0,0.0,,-0.3470379133898926,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.0003,8,nl,128,0.5,64,A_interval_grad,5.2338226063767094e-18,0.0,0.0,,-0.3407433231671108,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.0003,4,nl,128,0.5,64,A_true,3.9489219829043176e-14,0.0,0.0,,-0.3720476539390256,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.0003,4,nl,128,0.5,64,A_interval_grad,3.1462649344639267e-16,0.0,0.0,,-0.1991993803428127,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.003,8,nl,128,0.5,64,A_true,1.1086025952010598e-16,0.0,0.0,,-0.5170451893565591,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.003,8,nl,128,0.5,64,A_interval_grad,5.344324459866916e-18,0.0,0.0,,-0.6243945002169584,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.003,4,nl,128,0.5,64,A_true,1.1086607039779139e-16,0.0,0.0,,-0.6713975319253942,hwindow_12h_highdim_extra_midp
10000,500,0.05,0.003,4,nl,128,0.5,64,A_interval_grad,6.2213265615452056e-18,0.0,0.0,,-0.5438569362399581,hwindow_12h_highdim_extra_midp
100000,100,0.001,3e-05,8,nl,128,0.5,24,A_true,1.4836532392463747e-16,0.0,0.0,,-0.2673192207015766,hwindow_12h_highdim_extra_midp
100000,100,0.001,3e-05,8,nl,128,0.5,24,A_interval_grad,1.0477768979867008e-19,0.0,0.0,,-0.1769971670084411,hwindow_12h_highdim_extra_midp
100000,100,0.001,3e-05,4,nl,128,0.5,24,A_true,1.1085365497446135e-16,0.0,0.0,,-31.311484585181248,hwindow_12h_highdim_extra_midp
100000,100,0.001,3e-05,4,nl,128,0.5,24,A_interval_grad,2.095170633273749e-19,0.0,0.0,,-0.2097881954851403,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.0003,8,nl,128,0.5,24,A_true,1.1112473210024908e-16,0.0,0.0,,-0.2785636968793707,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.0003,8,nl,128,0.5,24,A_interval_grad,1.1372084525735247e-19,0.0,0.0,,-0.3986037125907697,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.0003,4,nl,128,0.5,24,A_true,1.10854323863386e-16,0.0,0.0,,-1.1971406259154316,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.0003,4,nl,128,0.5,24,A_interval_grad,1.2939212449822012e-19,0.0,0.0,,-0.458617833570663,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.003,8,nl,128,0.5,24,A_true,1.1085451862284943e-16,0.0,0.0,,-0.5028861656452905,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.003,8,nl,128,0.5,24,A_interval_grad,9.072377887830602e-20,0.0,0.0,,-0.5518867504452978,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.003,4,nl,128,0.5,24,A_true,1.1085366224131026e-16,0.0,0.0,,-3.208240856241406,hwindow_12h_highdim_extra_midp
100000,100,0.001,0.003,4,nl,128,0.5,24,A_interval_grad,1.5394855084760553e-19,0.0,0.0,,-0.9658516276865264,hwindow_12h_highdim_extra_midp
100000,5000,0.05,3e-05,8,nl,128,0.5,24,A_true,6.376408875930141e-14,0.0,0.0,,0.8434804569657576,hwindow_12h_highdim_extra_midp
100000,5000,0.05,3e-05,8,nl,128,0.5,24,A_interval_grad,3.798513541825664e-15,0.0,0.0,,0.7554855058519558,hwindow_12h_highdim_extra_midp
100000,5000,0.05,3e-05,4,nl,128,0.5,24,A_true,2.1951368604292674e-16,0.0,0.0,,-0.1751443253140399,hwindow_12h_highdim_extra_midp
100000,5000,0.05,3e-05,4,nl,128,0.5,24,A_interval_grad,8.95013079345342e-16,0.0,0.0,,-0.0849481082479501,hwindow_12h_highdim_extra_midp
100000,5000,0.05,0.0003,8,nl,128,0.5,24,A_true,2.0733951029016965e-13,0.0,0.0,,0.948142737892004,hwindow_12h_highdim_extra_midp
